wallSec,fps,dtAvg,dtMax,simRatio,realRatio,fixedHz,fixedDt,maxDeltaTime,timeScale,targetFps,vSyncCount,time,focused,runInBackground
2071.57,59,0.0171,0.0307,0.999,0.999,60.3,0.0167,1.0000,1.00,400,0,1779.78,0,1
2072.58,60,0.0168,0.0312,1.003,1.003,59.5,0.0167,1.0000,1.00,400,0,1780.79,0,1
2073.59,60,0.0168,0.0286,0.999,0.999,60.4,0.0167,1.0000,1.00,400,0,1781.79,0,1
2074.60,58,0.0174,0.0404,1.000,1.000,60.4,0.0167,1.0000,1.00,400,0,1782.80,0,1
2075.60,59,0.0170,0.0294,1.001,1.001,59.8,0.0167,1.0000,1.00,400,0,1783.81,0,1
2076.62,59,0.0173,0.0305,0.998,0.998,59.8,0.0167,1.0000,1.00,400,0,1784.83,0,1
2077.64,61,0.0166,0.0288,1.001,1.001,60.1,0.0167,1.0000,1.00,400,0,1785.84,0,1
2078.64,59,0.0170,0.0288,1.001,1.001,60.0,0.0167,1.0000,1.00,400,0,1786.84,0,1
2079.65,58,0.0174,0.0300,1.001,1.001,60.4,0.0167,1.0000,1.00,400,0,1787.85,0,1
2080.65,56,0.0179,0.0318,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,1788.86,0,1
2081.67,60,0.0170,0.0277,1.000,1.000,59.8,0.0167,1.0000,1.00,400,0,1789.88,0,1
2082.69,55,0.0185,0.0979,1.000,1.000,59.8,0.0167,1.0000,1.00,400,0,1790.90,0,1
2083.70,57,0.0176,0.0408,1.000,1.000,60.7,0.0167,1.0000,1.00,400,0,1791.90,0,1
2084.71,58,0.0174,0.0334,1.000,1.000,59.5,0.0167,1.0000,1.00,400,0,1792.91,0,1
2085.73,59,0.0173,0.0403,0.999,0.999,59.8,0.0167,1.0000,1.00,400,0,1793.93,0,1
2086.74,58,0.0175,0.0303,1.001,1.001,60.1,0.0167,1.0000,1.00,400,0,1794.95,0,1
2087.74,59,0.0170,0.0300,1.002,1.002,59.9,0.0167,1.0000,1.00,400,0,1795.95,0,1
2088.75,58,0.0174,0.0310,0.998,0.998,60.4,0.0167,1.0000,1.00,400,0,1796.96,0,1
2089.77,55,0.0185,0.0310,1.001,1.001,60.1,0.0167,1.0000,1.00,400,0,1797.97,0,1
2090.78,59,0.0171,0.0291,0.998,0.998,60.2,0.0167,1.0000,1.00,400,0,1798.98,0,1
2091.79,58,0.0174,0.0397,0.999,0.999,59.5,0.0167,1.0000,1.00,400,0,1799.99,0,1
2092.80,58,0.0175,0.0293,1.002,1.002,60.1,0.0167,1.0000,1.00,400,0,1801.01,0,1
2093.82,60,0.0170,0.0399,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1802.02,0,1
2094.83,59,0.0172,0.0409,1.000,1.000,60.1,0.0167,1.0000,1.00,400,0,1803.04,0,1
2095.84,59,0.0171,0.0294,1.001,1.001,59.7,0.0167,1.0000,1.00,400,0,1804.04,0,1
2096.85,61,0.0166,0.0285,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1805.06,0,1
2097.88,58,0.0176,0.0299,0.998,0.998,60.5,0.0167,1.0000,1.00,400,0,1806.08,0,1
2098.90,59,0.0173,0.0308,0.999,0.999,59.6,0.0167,1.0000,1.00,400,0,1807.10,0,1
2099.92,60,0.0170,0.0306,1.003,1.003,60.0,0.0167,1.0000,1.00,400,0,1808.12,0,1
2100.92,58,0.0173,0.0301,0.999,0.999,60.6,0.0167,1.0000,1.00,400,0,1809.13,0,1
2101.95,58,0.0177,0.0386,0.999,0.999,59.2,0.0167,1.0000,1.00,400,0,1810.16,0,1
2102.96,58,0.0173,0.0285,1.002,1.002,60.8,0.0167,1.0000,1.00,400,0,1811.16,0,1
2103.96,56,0.0179,0.0410,0.999,0.999,59.9,0.0167,1.0000,1.00,400,0,1812.16,0,1
2104.97,58,0.0174,0.0287,1.002,1.002,59.5,0.0167,1.0000,1.00,400,0,1813.17,0,1
2105.98,59,0.0171,0.0288,0.998,0.998,60.3,0.0167,1.0000,1.00,400,0,1814.18,0,1
2106.99,54,0.0186,0.0415,1.000,1.000,60.6,0.0167,1.0000,1.00,400,0,1815.19,0,1
2108.00,51,0.0199,0.0416,0.998,0.998,59.0,0.0167,1.0000,1.00,400,0,1816.21,0,1
2109.01,40,0.0251,0.0428,1.002,1.002,60.8,0.0167,1.0000,1.00,400,0,1817.21,0,1
2110.01,76,0.0132,0.0176,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1818.22,0,1
2111.01,75,0.0133,0.0169,0.999,0.999,59.9,0.0167,1.0000,1.00,400,0,1819.22,0,1
2112.02,76,0.0132,0.0172,1.002,1.002,59.9,0.0167,1.0000,1.00,400,0,1820.22,0,1
2113.03,75,0.0134,0.0175,0.998,0.998,60.4,0.0167,1.0000,1.00,400,0,1821.23,0,1
2114.03,75,0.0134,0.0169,1.002,1.002,59.8,0.0167,1.0000,1.00,400,0,1822.24,0,1
2115.04,75,0.0134,0.0171,0.997,0.997,60.5,0.0167,1.0000,1.00,400,0,1823.24,0,1
2116.05,76,0.0133,0.0170,1.003,1.003,59.5,0.0167,1.0000,1.00,400,0,1824.25,0,1
2117.06,76,0.0133,0.0174,0.998,0.998,60.1,0.0167,1.0000,1.00,400,0,1825.27,0,1
2118.08,76,0.0133,0.0179,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1826.28,0,1
2119.08,75,0.0134,0.0178,1.002,1.002,59.9,0.0167,1.0000,1.00,400,0,1827.28,0,1
2120.09,77,0.0131,0.0175,0.998,0.998,60.3,0.0167,1.0000,1.00,400,0,1828.29,0,1
2121.10,76,0.0133,0.0170,1.000,1.000,60.4,0.0167,1.0000,1.00,400,0,1829.30,0,1
2122.10,75,0.0134,0.0172,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,1830.31,0,1
2123.11,76,0.0132,0.0171,1.001,1.001,59.7,0.0167,1.0000,1.00,400,0,1831.31,0,1
2124.12,75,0.0134,0.0172,1.000,1.000,60.5,0.0167,1.0000,1.00,400,0,1832.32,0,1
2125.12,70,0.0144,0.0855,1.002,1.002,59.7,0.0167,1.0000,1.00,400,0,1833.33,0,1
2126.13,76,0.0132,0.0172,0.998,0.998,60.7,0.0167,1.0000,1.00,400,0,1834.33,0,1
2127.14,76,0.0133,0.0171,1.000,1.000,59.5,0.0167,1.0000,1.00,400,0,1835.34,0,1
2128.15,76,0.0133,0.0186,1.000,1.000,60.5,0.0167,1.0000,1.00,400,0,1836.35,0,1
2129.15,76,0.0132,0.0174,0.999,0.999,59.5,0.0167,1.0000,1.00,400,0,1837.36,0,1
2130.16,75,0.0134,0.0167,0.999,0.999,60.5,0.0167,1.0000,1.00,400,0,1838.37,0,1
2131.17,76,0.0133,0.0174,1.002,1.002,59.7,0.0167,1.0000,1.00,400,0,1839.37,0,1
2132.17,75,0.0134,0.0184,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1840.38,0,1
2133.18,76,0.0132,0.0172,0.999,0.999,60.6,0.0167,1.0000,1.00,400,0,1841.39,0,1
2134.19,76,0.0133,0.0182,1.000,1.000,60.3,0.0167,1.0000,1.00,400,0,1842.40,0,1
2135.20,76,0.0133,0.0171,1.001,1.001,59.4,0.0167,1.0000,1.00,400,0,1843.41,0,1
2136.20,76,0.0132,0.0175,1.001,1.001,59.9,0.0167,1.0000,1.00,400,0,1844.41,0,1
2137.21,76,0.0132,0.0169,1.000,1.000,60.0,0.0167,1.0000,1.00,400,0,1845.41,0,1
2138.21,75,0.0134,0.0177,0.998,0.998,60.7,0.0167,1.0000,1.00,400,0,1846.41,0,1
2139.22,75,0.0135,0.0174,1.001,1.001,59.5,0.0167,1.0000,1.00,400,0,1847.42,0,1
2140.23,76,0.0132,0.0169,1.000,1.000,60.6,0.0167,1.0000,1.00,400,0,1848.43,0,1
2141.24,74,0.0137,0.0178,1.000,1.000,60.1,0.0167,1.0000,1.00,400,0,1849.45,0,1
2142.25,74,0.0136,0.0171,0.999,0.999,59.6,0.0167,1.0000,1.00,400,0,1850.45,0,1
2143.26,75,0.0135,0.0178,1.001,1.001,60.5,0.0167,1.0000,1.00,400,0,1851.46,0,1
2144.26,75,0.0134,0.0164,0.999,0.999,59.8,0.0167,1.0000,1.00,400,0,1852.46,0,1
2145.27,74,0.0136,0.0175,1.003,1.003,59.6,0.0167,1.0000,1.00,400,0,1853.47,0,1
2146.28,76,0.0133,0.0180,0.997,0.997,60.2,0.0167,1.0000,1.00,400,0,1854.48,0,1
2147.28,74,0.0135,0.0172,1.001,1.001,59.9,0.0167,1.0000,1.00,400,0,1855.48,0,1
2148.30,77,0.0132,0.0170,1.000,1.000,60.1,0.0167,1.0000,1.00,400,0,1856.50,0,1
2149.31,75,0.0135,0.0172,1.000,1.000,60.4,0.0167,1.0000,1.00,400,0,1857.51,0,1
2150.32,76,0.0133,0.0180,1.002,1.002,59.4,0.0167,1.0000,1.00,400,0,1858.52,0,1
2151.33,75,0.0135,0.0177,0.998,0.998,60.2,0.0167,1.0000,1.00,400,0,1859.53,0,1
2152.34,75,0.0135,0.0177,1.001,1.001,60.3,0.0167,1.0000,1.00,400,0,1860.55,0,1
2153.35,74,0.0137,0.0175,0.999,0.999,60.3,0.0167,1.0000,1.00,400,0,1861.56,0,1
2154.35,74,0.0135,0.0173,1.000,1.000,60.0,0.0167,1.0000,1.00,400,0,1862.56,0,1
2155.35,74,0.0135,0.0177,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1863.56,0,1
2156.36,75,0.0133,0.0164,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1864.56,0,1
2157.36,76,0.0133,0.0174,1.001,1.001,59.4,0.0167,1.0000,1.00,400,0,1865.57,0,1
2158.37,75,0.0134,0.0174,0.998,0.998,60.4,0.0167,1.0000,1.00,400,0,1866.58,0,1
2159.39,76,0.0133,0.0157,1.001,1.001,60.3,0.0167,1.0000,1.00,400,0,1867.59,0,1
2160.39,76,0.0132,0.0183,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1868.59,0,1
2161.40,76,0.0132,0.0168,0.999,0.999,59.6,0.0167,1.0000,1.00,400,0,1869.60,0,1
2162.41,76,0.0134,0.0170,1.002,1.002,60.1,0.0167,1.0000,1.00,400,0,1870.61,0,1
2163.42,70,0.0144,0.0883,0.999,0.999,60.6,0.0167,1.0000,1.00,400,0,1871.62,0,1
2164.43,76,0.0134,0.0174,1.001,1.001,60.1,0.0167,1.0000,1.00,400,0,1872.64,0,1
2165.43,75,0.0134,0.0174,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1873.64,0,1
2166.44,74,0.0135,0.0171,1.000,1.000,60.0,0.0167,1.0000,1.00,400,0,1874.64,0,1
2167.44,75,0.0134,0.0172,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1875.64,0,1
2168.44,75,0.0134,0.0167,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1876.65,0,1
2169.45,75,0.0135,0.0199,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1877.66,0,1
2170.47,76,0.0133,0.0165,0.999,0.999,60.2,0.0167,1.0000,1.00,400,0,1878.67,0,1
2171.47,75,0.0134,0.0175,1.001,1.001,59.8,0.0167,1.0000,1.00,400,0,1879.67,0,1
2172.47,75,0.0134,0.0167,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1880.68,0,1
2173.49,76,0.0133,0.0184,0.999,0.999,60.1,0.0167,1.0000,1.00,400,0,1881.69,0,1
2174.49,75,0.0134,0.0166,1.001,1.001,59.7,0.0167,1.0000,1.00,400,0,1882.69,0,1
2175.50,74,0.0137,0.0175,0.999,0.999,60.2,0.0167,1.0000,1.00,400,0,1883.71,0,1
2176.51,75,0.0134,0.0176,1.001,1.001,60.6,0.0167,1.0000,1.00,400,0,1884.71,0,1
2177.52,75,0.0134,0.0179,1.001,1.001,59.6,0.0167,1.0000,1.00,400,0,1885.72,0,1
2178.52,75,0.0134,0.0165,1.000,1.000,59.8,0.0167,1.0000,1.00,400,0,1886.72,0,1
2179.53,75,0.0134,0.0170,0.999,0.999,60.5,0.0167,1.0000,1.00,400,0,1887.73,0,1
2180.53,74,0.0136,0.0174,1.001,1.001,59.7,0.0167,1.0000,1.00,400,0,1888.74,0,1
2181.54,76,0.0132,0.0174,1.002,1.002,59.8,0.0167,1.0000,1.00,400,0,1889.74,0,1
2182.55,76,0.0132,0.0163,0.998,0.998,60.5,0.0167,1.0000,1.00,400,0,1890.75,0,1
2183.56,75,0.0135,0.0174,0.999,0.999,60.3,0.0167,1.0000,1.00,400,0,1891.76,0,1
2184.56,75,0.0134,0.0174,1.000,1.000,59.5,0.0167,1.0000,1.00,400,0,1892.77,0,1
2185.58,75,0.0135,0.0186,1.000,1.000,60.3,0.0167,1.0000,1.00,400,0,1893.78,0,1
2186.58,75,0.0135,0.0174,1.002,1.002,59.5,0.0167,1.0000,1.00,400,0,1894.79,0,1
2187.60,75,0.0135,0.0174,0.997,0.997,60.2,0.0167,1.0000,1.00,400,0,1895.80,0,1
2188.60,75,0.0134,0.0167,1.003,1.003,59.8,0.0167,1.0000,1.00,400,0,1896.81,0,1
2189.61,75,0.0134,0.0179,0.997,0.997,60.5,0.0167,1.0000,1.00,400,0,1897.81,0,1
2190.62,75,0.0135,0.0170,1.003,1.003,59.6,0.0167,1.0000,1.00,400,0,1898.82,0,1
2191.62,74,0.0135,0.0174,0.998,0.998,60.8,0.0167,1.0000,1.00,400,0,1899.83,0,1
2192.63,75,0.0135,0.0169,1.002,1.002,59.3,0.0167,1.0000,1.00,400,0,1900.84,0,1
2193.64,74,0.0136,0.0170,0.997,0.997,60.5,0.0167,1.0000,1.00,400,0,1901.84,0,1
2194.65,75,0.0135,0.0168,1.001,1.001,60.3,0.0167,1.0000,1.00,400,0,1902.86,0,1
2195.66,74,0.0136,0.0186,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1903.86,0,1
2196.66,75,0.0134,0.0161,1.003,1.003,59.8,0.0167,1.0000,1.00,400,0,1904.87,0,1
2197.67,75,0.0135,0.0164,0.997,0.997,60.2,0.0167,1.0000,1.00,400,0,1905.88,0,1
2198.68,75,0.0134,0.0175,1.002,1.002,59.8,0.0167,1.0000,1.00,400,0,1906.88,0,1
2199.68,74,0.0135,0.0170,0.998,0.998,60.0,0.0167,1.0000,1.00,400,0,1907.88,0,1
2200.68,74,0.0136,0.0183,1.001,1.001,60.8,0.0167,1.0000,1.00,400,0,1908.89,0,1
2201.70,69,0.0147,0.0832,0.999,0.999,59.2,0.0167,1.0000,1.00,400,0,1909.90,0,1
2202.70,74,0.0136,0.0166,1.000,1.000,60.7,0.0167,1.0000,1.00,400,0,1910.90,0,1
2203.71,75,0.0135,0.0192,1.000,1.000,59.3,0.0167,1.0000,1.00,400,0,1911.91,0,1
2204.73,75,0.0135,0.0173,1.000,1.000,60.1,0.0167,1.0000,1.00,400,0,1912.93,0,1
2205.74,75,0.0135,0.0181,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1913.94,0,1
2206.74,75,0.0134,0.0178,1.001,1.001,59.7,0.0167,1.0000,1.00,400,0,1914.95,0,1
2207.75,71,0.0142,0.0191,1.000,1.000,60.6,0.0167,1.0000,1.00,400,0,1915.95,0,1
2208.75,74,0.0135,0.0169,0.999,0.999,60.0,0.0167,1.0000,1.00,400,0,1916.95,0,1
2209.76,74,0.0136,0.0176,1.000,1.000,59.6,0.0167,1.0000,1.00,400,0,1917.96,0,1
2210.77,74,0.0137,0.0175,1.000,1.000,60.4,0.0167,1.0000,1.00,400,0,1918.97,0,1
2211.77,74,0.0136,0.0180,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1919.98,0,1
2212.77,73,0.0137,0.0187,1.002,1.002,59.9,0.0167,1.0000,1.00,400,0,1920.98,0,1
2213.78,74,0.0136,0.0182,0.998,0.998,60.3,0.0167,1.0000,1.00,400,0,1921.99,0,1
2214.79,74,0.0136,0.0181,1.002,1.002,59.9,0.0167,1.0000,1.00,400,0,1922.99,0,1
2215.79,75,0.0134,0.0176,0.998,0.998,60.6,0.0167,1.0000,1.00,400,0,1924.00,0,1
2216.80,74,0.0135,0.0172,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1925.00,0,1
2217.80,74,0.0135,0.0172,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1926.00,0,1
2218.83,34,0.0304,0.0413,0.997,0.997,59.9,0.0167,1.0000,1.00,400,0,1927.03,0,1
2219.86,26,0.0396,0.0431,0.999,0.999,60.2,0.0167,1.0000,1.00,400,0,1928.06,0,1
2220.89,56,0.0183,0.0419,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1929.09,0,1
2221.91,26,0.0394,0.0421,1.000,1.000,60.5,0.0167,1.0000,1.00,400,0,1930.11,0,1
2222.91,26,0.0387,0.0430,1.004,1.004,59.9,0.0167,1.0000,1.00,400,0,1931.12,0,1
2223.94,32,0.0320,0.0428,0.998,0.998,59.4,0.0167,1.0000,1.00,400,0,1932.14,0,1
2224.95,44,0.0230,0.0421,1.001,1.001,60.4,0.0167,1.0000,1.00,400,0,1933.15,0,1
2225.97,26,0.0392,0.0425,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1934.17,0,1
2226.99,35,0.0292,0.0414,1.001,1.001,59.8,0.0167,1.0000,1.00,400,0,1935.19,0,1
2228.01,35,0.0291,0.0429,0.999,0.999,59.9,0.0167,1.0000,1.00,400,0,1936.21,0,1
2229.01,46,0.0219,0.0403,1.002,1.002,60.7,0.0167,1.0000,1.00,400,0,1937.22,0,1
2230.02,27,0.0372,0.0415,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,1938.22,0,1
2231.02,74,0.0135,0.0398,1.001,1.001,60.0,0.0167,1.0000,1.00,400,0,1939.22,0,1
2232.03,82,0.0124,0.0155,0.999,0.999,60.1,0.0167,1.0000,1.00,400,0,1940.23,0,1
2233.03,80,0.0125,0.0160,1.003,1.003,60.0,0.0167,1.0000,1.00,400,0,1941.24,0,1
2234.07,42,0.0246,0.0423,0.998,0.998,59.8,0.0167,1.0000,1.00,400,0,1942.27,0,1
2235.09,26,0.0391,0.0428,0.998,0.998,59.9,0.0167,1.0000,1.00,400,0,1943.29,0,1
2236.11,26,0.0393,0.0415,1.001,1.001,60.8,0.0167,1.0000,1.00,400,0,1944.31,0,1
2237.13,33,0.0309,0.0412,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,1945.33,0,1
2238.15,46,0.0222,0.0407,0.999,0.999,59.6,0.0167,1.0000,1.00,400,0,1946.35,0,1
2239.16,27,0.0374,0.0429,1.001,1.001,60.5,0.0167,1.0000,1.00,400,0,1947.36,0,1
2240.18,44,0.0233,0.0413,0.999,0.999,59.4,0.0167,1.0000,1.00,400,0,1948.39,0,1
2241.19,79,0.0128,0.0392,1.002,1.002,60.6,0.0167,1.0000,1.00,400,0,1949.40,0,1
2242.21,47,0.0217,0.0442,0.998,0.998,59.7,0.0167,1.0000,1.00,400,0,1950.42,0,1
2243.23,52,0.0195,0.0402,1.002,1.002,60.2,0.0167,1.0000,1.00,400,0,1951.43,0,1
2244.24,57,0.0177,0.0315,1.000,1.000,60.4,0.0167,1.0000,1.00,400,0,1952.44,0,1
2245.25,58,0.0174,0.0416,1.002,1.002,59.4,0.0167,1.0000,1.00,400,0,1953.45,0,1
2246.26,59,0.0171,0.0314,0.999,0.999,60.4,0.0167,1.0000,1.00,400,0,1954.46,0,1
2247.27,54,0.0188,0.0829,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1955.47,0,1
2248.28,58,0.0175,0.0303,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1956.49,0,1
2249.28,57,0.0176,0.0288,1.000,1.000,60.0,0.0167,1.0000,1.00,400,0,1957.49,0,1
2250.29,58,0.0174,0.0322,0.999,0.999,59.3,0.0167,1.0000,1.00,400,0,1958.50,0,1
2251.30,60,0.0168,0.0287,1.000,1.000,60.5,0.0167,1.0000,1.00,400,0,1959.51,0,1
2252.31,58,0.0173,0.0291,1.000,1.000,59.8,0.0167,1.0000,1.00,400,0,1960.51,0,1
2253.31,57,0.0177,0.0351,1.000,1.000,60.6,0.0167,1.0000,1.00,400,0,1961.52,0,1
2254.32,57,0.0175,0.0415,0.997,0.997,59.8,0.0167,1.0000,1.00,400,0,1962.52,0,1
2255.32,59,0.0171,0.0386,1.005,1.005,59.7,0.0167,1.0000,1.00,400,0,1963.53,0,1
2256.35,57,0.0179,0.0397,0.994,0.994,60.3,0.0167,1.0000,1.00,400,0,1964.55,0,1
2257.35,56,0.0180,0.0389,1.004,1.004,59.8,0.0167,1.0000,1.00,400,0,1965.56,0,1
2258.36,57,0.0177,0.0396,1.000,1.000,60.6,0.0167,1.0000,1.00,400,0,1966.56,0,1
2259.37,56,0.0180,0.0398,1.001,1.001,59.6,0.0167,1.0000,1.00,400,0,1967.57,0,1
2260.37,56,0.0179,0.0302,0.999,0.999,59.9,0.0167,1.0000,1.00,400,0,1968.57,0,1
2261.40,58,0.0177,0.0348,0.999,0.999,60.4,0.0167,1.0000,1.00,400,0,1969.60,0,1
2262.41,52,0.0195,0.0398,0.999,0.999,60.0,0.0167,1.0000,1.00,400,0,1970.61,0,1
2263.42,85,0.0119,0.0313,1.004,1.004,59.5,0.0167,1.0000,1.00,400,0,1971.63,0,1
2264.46,53,0.0195,0.0408,0.995,0.995,60.5,0.0167,1.0000,1.00,400,0,1972.66,0,1
2265.48,48,0.0214,0.0406,1.001,1.001,59.6,0.0167,1.0000,1.00,400,0,1973.69,0,1
2266.48,32,0.0314,0.0440,1.004,1.004,60.0,0.0167,1.0000,1.00,400,0,1974.69,0,1
2267.49,84,0.0119,0.0154,0.998,0.998,60.7,0.0167,1.0000,1.00,400,0,1975.69,0,1
2268.50,86,0.0117,0.0149,1.000,1.000,59.5,0.0167,1.0000,1.00,400,0,1976.70,0,1
2269.50,85,0.0118,0.0151,1.002,1.002,59.9,0.0167,1.0000,1.00,400,0,1977.71,0,1
2270.51,42,0.0241,0.0401,0.997,0.997,60.1,0.0167,1.0000,1.00,400,0,1978.72,0,1
2271.54,61,0.0168,0.0420,0.998,0.998,60.3,0.0167,1.0000,1.00,400,0,1979.74,0,1
2272.57,41,0.0251,0.0422,1.003,1.003,59.5,0.0167,1.0000,1.00,400,0,1980.77,0,1
2273.57,54,0.0186,0.0409,0.999,0.999,59.8,0.0167,1.0000,1.00,400,0,1981.77,0,1
2274.57,56,0.0179,0.0398,0.998,0.998,60.7,0.0167,1.0000,1.00,400,0,1982.78,0,1
2275.59,59,0.0172,0.0291,1.003,1.003,60.3,0.0167,1.0000,1.00,400,0,1983.79,0,1
2276.59,56,0.0179,0.0300,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,1984.80,0,1
2277.63,59,0.0176,0.0397,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,1985.83,0,1
2278.64,57,0.0178,0.0386,1.001,1.001,60.3,0.0167,1.0000,1.00,400,0,1986.85,0,1
2279.65,52,0.0194,0.0403,1.000,1.000,59.6,0.0167,1.0000,1.00,400,0,1987.85,0,1
2280.66,48,0.0210,0.0402,0.999,0.999,60.4,0.0167,1.0000,1.00,400,0,1988.86,0,1
2281.66,54,0.0187,0.0400,1.003,1.003,59.7,0.0167,1.0000,1.00,400,0,1989.87,0,1
2282.67,71,0.0141,0.0187,0.996,0.996,60.6,0.0167,1.0000,1.00,400,0,1990.87,0,1
2283.68,72,0.0141,0.0195,1.003,1.003,59.3,0.0167,1.0000,1.00,400,0,1991.89,0,1
2284.68,72,0.0139,0.0183,1.000,1.000,60.9,0.0167,1.0000,1.00,400,0,1992.89,0,1
2285.69,72,0.0140,0.0190,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,1993.89,0,1
2286.70,73,0.0139,0.0183,1.000,1.000,60.3,0.0167,1.0000,1.00,400,0,1994.90,0,1
2287.70,72,0.0139,0.0180,0.998,0.998,59.8,0.0167,1.0000,1.00,400,0,1995.91,0,1
2288.71,72,0.0140,0.0192,1.001,1.001,59.8,0.0167,1.0000,1.00,400,0,1996.91,0,1
2289.72,71,0.0143,0.0188,1.001,1.001,60.2,0.0167,1.0000,1.00,400,0,1997.93,0,1
2290.73,67,0.0150,0.0906,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,1998.93,0,1
2291.74,72,0.0141,0.0199,1.000,1.000,60.2,0.0167,1.0000,1.00,400,0,1999.94,0,1
2292.74,72,0.0139,0.0186,1.003,1.003,60.0,0.0167,1.0000,1.00,400,0,2000.95,0,1
2293.76,73,0.0139,0.0218,0.998,0.998,60.0,0.0167,1.0000,1.00,400,0,2001.96,0,1
2294.77,73,0.0138,0.0184,1.000,1.000,60.5,0.0167,1.0000,1.00,400,0,2002.97,0,1
2295.77,73,0.0137,0.0183,1.001,1.001,59.9,0.0167,1.0000,1.00,400,0,2003.97,0,1
2296.78,73,0.0138,0.0187,0.998,0.998,60.3,0.0167,1.0000,1.00,400,0,2004.98,0,1
2297.78,72,0.0139,0.0182,1.001,1.001,60.0,0.0167,1.0000,1.00,400,0,2005.98,0,1
2298.78,72,0.0139,0.0191,0.999,0.999,59.9,0.0167,1.0000,1.00,400,0,2006.98,0,1
2299.79,71,0.0141,0.0236,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,2007.99,0,1
2300.79,71,0.0142,0.0192,1.001,1.001,60.5,0.0167,1.0000,1.00,400,0,2009.00,0,1
2301.80,71,0.0142,0.0201,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,2010.00,0,1
2302.81,72,0.0141,0.0181,1.000,1.000,60.3,0.0167,1.0000,1.00,400,0,2011.02,0,1
2303.82,71,0.0141,0.0186,0.999,0.999,59.7,0.0167,1.0000,1.00,400,0,2012.02,0,1
2304.83,72,0.0141,0.0182,1.001,1.001,60.2,0.0167,1.0000,1.00,400,0,2013.03,0,1
2305.83,73,0.0137,0.0177,0.999,0.999,59.9,0.0167,1.0000,1.00,400,0,2014.04,0,1
2306.84,73,0.0139,0.0188,1.001,1.001,60.3,0.0167,1.0000,1.00,400,0,2015.05,0,1
2307.85,73,0.0138,0.0176,1.001,1.001,59.5,0.0167,1.0000,1.00,400,0,2016.06,0,1
2308.86,72,0.0140,0.0189,0.998,0.998,60.3,0.0167,1.0000,1.00,400,0,2017.07,0,1
2309.87,72,0.0140,0.0185,1.002,1.002,59.8,0.0167,1.0000,1.00,400,0,2018.07,0,1
2310.88,72,0.0140,0.0179,0.997,0.997,60.4,0.0167,1.0000,1.00,400,0,2019.08,0,1
2311.88,72,0.0139,0.0178,1.000,1.000,60.0,0.0167,1.0000,1.00,400,0,2020.08,0,1
2312.88,72,0.0139,0.0183,1.001,1.001,60.0,0.0167,1.0000,1.00,400,0,2021.08,0,1
2313.88,71,0.0141,0.0184,1.000,1.000,59.9,0.0167,1.0000,1.00,400,0,2022.09,0,1
2314.89,73,0.0138,0.0183,1.000,1.000,60.3,0.0167,1.0000,1.00,400,0,2023.10,0,1
2315.90,72,0.0140,0.0182,1.000,1.000,59.4,0.0167,1.0000,1.00,400,0,2024.11,0,1
2316.91,72,0.0140,0.0181,1.000,1.000,60.3,0.0167,1.0000,1.00,400,0,2025.12,0,1
2317.92,72,0.0139,0.0193,1.000,1.000,59.8,0.0167,1.0000,1.00,400,0,2026.12,0,1
2318.92,72,0.0140,0.0182,1.000,1.000,60.7,0.0167,1.0000,1.00,400,0,2027.13,0,1
2319.93,73,0.0138,0.0194,1.000,1.000,59.7,0.0167,1.0000,1.00,400,0,2028.13,0,1
2320.93,73,0.0138,0.0187,1.001,1.001,59.7,0.0167,1.0000,1.00,400,0,2029.14,0,1
