wallSec,fps,dtAvg,dtMax,simRatio,realRatio,fixedHz,fixedDt,maxDeltaTime,timeScale,targetFps,vSyncCount,time,focused,runInBackground
611.26,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
612.27,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
613.28,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
614.29,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
615.30,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
616.30,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
617.33,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
618.35,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
619.36,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
620.36,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
621.37,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
622.38,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
623.40,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
624.40,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
625.40,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
626.42,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
627.46,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
628.47,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
629.48,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
630.48,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
631.49,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
632.49,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
633.51,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
634.53,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
635.53,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
636.54,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
637.57,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
638.58,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
639.59,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
640.60,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
641.61,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
642.61,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
643.63,50,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
644.63,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
645.66,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
646.66,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
647.67,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
648.68,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
649.70,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
650.72,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
651.73,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
652.74,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
653.74,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
654.78,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
655.78,44,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
656.78,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
657.78,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
658.78,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
659.79,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
660.79,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
661.80,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
662.81,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
663.83,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
664.84,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
665.85,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
666.86,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
667.87,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
668.88,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
669.88,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
670.89,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
671.90,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
672.90,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
673.90,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
674.90,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
675.91,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
676.92,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
677.93,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
678.93,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
679.94,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
680.96,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
681.97,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
682.98,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
683.98,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
684.99,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
686.01,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
687.02,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
688.03,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
689.03,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
690.04,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
691.04,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
692.05,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
693.06,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
694.07,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
695.08,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
696.08,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
697.10,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
698.11,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
699.11,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
700.12,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
701.13,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
702.14,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
703.14,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
704.16,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
705.16,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
706.16,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
707.17,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
708.17,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
709.17,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
710.17,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
711.19,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
712.20,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
713.21,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
714.22,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
715.23,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
716.24,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
717.24,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
718.25,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
719.26,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
720.28,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
721.29,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
722.30,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
723.32,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
724.33,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
725.33,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
726.34,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
727.35,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
728.36,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
729.37,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
730.37,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
731.38,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
732.38,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
733.39,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
734.40,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
735.41,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
736.42,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
737.43,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
738.45,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
739.46,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
740.46,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
741.48,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
742.49,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
743.49,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
744.50,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
745.51,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
746.51,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
747.52,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
748.53,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
749.54,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
750.56,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
751.56,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
752.56,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
753.58,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
754.58,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
755.60,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
756.61,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
757.61,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
758.62,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
759.63,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
760.64,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
761.67,41,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
762.69,21,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
763.70,26,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
764.72,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
765.73,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
766.75,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
767.76,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
768.78,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
769.79,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
770.80,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
771.83,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
772.84,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
773.85,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
774.86,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
775.88,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
776.88,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
777.89,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
778.90,56,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
779.90,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
780.91,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
781.91,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
782.93,61,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
783.93,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
784.93,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
785.93,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
786.95,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
787.95,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
788.95,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
789.96,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
790.98,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
791.99,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
793.00,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
794.01,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
795.02,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
796.04,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
797.04,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
798.05,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
799.06,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
800.08,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
801.08,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
802.08,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
803.09,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
804.09,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
805.10,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
806.11,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
807.12,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
808.14,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
809.15,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
810.16,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
811.16,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
812.16,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
813.16,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
814.16,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
815.17,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
816.17,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
817.18,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
818.19,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
819.20,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
820.20,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
821.21,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
822.22,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
823.23,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
824.23,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
825.25,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
826.25,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
827.27,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
828.27,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
829.27,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
830.28,57,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
831.28,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
832.29,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
833.30,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
834.31,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
835.31,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
836.32,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
837.33,60,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
838.35,58,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
839.36,59,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
840.37,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
841.42,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
842.42,30,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
843.43,33,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
844.45,55,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
845.46,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
846.46,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
847.48,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
848.49,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
849.50,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
850.51,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
851.52,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
852.53,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
853.55,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
854.56,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
855.58,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
856.60,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
857.61,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
858.61,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
859.63,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
860.64,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
861.64,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
862.65,51,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
863.66,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
864.67,54,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
865.67,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
866.68,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
867.70,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
868.70,52,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
869.71,53,0.0000,0.0000,0.000,1.000,0.0,0.0167,1.0000,0.00,60,0,204.03,0,1
